160027710,3
160007610,2
160007710,2
160007910,2
160008010,2
160008110,2
160008210,2
160009310,2
160009410,2
160009510,2
160009610,2
160009950,2
160010010,2
160010210,2
160010410,2
160011810,2
160012010,2
160012110,2
160012310,2
160012610,2
160012750,2
160012850,2
160013110,2
160013310,2
160013510,2
160014250,2
160014310,2
160014510,2
160014610,2
160015310,2
160015410,2
160015510,2
160015610,2
160015710,2
160015810,2
160015910,2
160016010,2
160016110,2
160016210,2
160016310,2
160016410,2
160016510,2
160016610,2
160016710,2
160016810,2
160017010,2
160017110,2
160017410,2
160018910,2
160019010,2
160019110,2
160019210,2
160019310,2
160019410,2
160019510,2
160020010,2
160020210,2
160020310,2
160020410,2
160020510,2
160020610,2
160020710,2
160020810,2
160020910,2
160021010,2
160021110,2
160021410,2
160021510,2
160021610,2
160021810,2
160022110,2
160022210,2
160022410,2
160022510,2
160022610,2
160022710,2
160022810,2
160023210,2
160023410,2
160023610,2
160023710,2
160024010,2
160024210,2
160024310,2
160024710,2
160025110,2
160025210,2
160025410,2
160025510,2
160025610,2
160025710,2
160025810,2
160025910,2
160026210,2
160026310,2
160026410,2
160026510,2
160026610,2
160026710,2
160026810,2
160026910,2
160027010,2
160027410,2
160027510,2
160028310,2
160028410,2
160028610,2
160028910,2
160029010,2
160029110,2
160029310,2
160029410,2
160029510,2
160029610,2
160029710,2
160030010,2
160030110,2
160030310,2
160030810,2
160031010,2
160031110,2
160031310,2
160031410,2
160031510,2
160031610,2
160031710,2
160031810,2
160031910,2
160032010,2
160032110,2
160032210,2
160032310,2
160032410,2
160032510,2
160032610,2
160032910,2
160033010,2
160033210,2
160033310,2
160033410,2
160033510,2
160033610,2
160033910,2
160034010,2
160034110,2
160034210,2
160034310,2
160034410,2
160034510,2
160034610,2
160034710,2
160034810,2
160034910,2
160035010,2
160035110,2
160035210,2
160035310,2
160035410,2
160035510,2
160035610,2
160035710,2
160035810,2
160035910,2
160036510,2
160036610,2
160036710,2
160036810,2
160036910,2
160037110,2
160037210,2
160037310,2
160037410,2
160037510,2
160037710,2
160037910,2
160038010,2
160038110,2
160038410,2
160038510,2
160038610,2
160038750,2
160038850,2
160039110,2
160039210,2
160039310,2
160039410,2
160039510,2
160039610,2
160039710,2
160039810,2
160039910,2
160040110,2
160040710,2
160040810,2
160040910,2
160041010,2
160041510,2
160043510,2
160043710,2
160043810,2
160044010,2
160044710,2
160044810,2
160045210,2
160046810,2
160047410,2
160049210,2
160049510,2
160050010,2
160050110,2
160052710,2
160053510,2
160054110,2
160054310,2
160054510,2
160054610,2
160054710,2
160054810,2
160054910,2
160055010,2
160055110,2
160055210,2
160055310,2
160055710,2
160055810,2
160056110,2
160056210,2
160056310,2
160056610,2
160056710,2
160056810,2
160056910,2
160057210,2
160057310,2
160057410,2
160102410,2
160104350,2
160113310,2
160113410,2
160113510,2
160113610,2
160113710,2
160113810,2
160113910,2
160114010,2
160114110,2
160114210,2
160114310,2
160114410,2
160114510,2
160114610,2
160114710,2
160114810,2
160114910,2
160115010,2
160115210,2
160115310,2
160115410,2
160115510,2
160115810,2
160115910,2
160116010,2
160116210,2
160116310,2
160116410,2
160116510,2
160116910,2
160117010,2
160117110,2
160117210,2
160117310,2
160117510,2
160117710,2
160117810,2
160117910,2
160118110,2
160118210,2
160118410,2
160118510,2
160118610,2
160118810,2
160118910,2
160119210,2
160120710,2
160120810,2
160120910,2
160121010,2
160121210,2
160121310,2
160123650,2
160123850,2
160124050,2
160124150,2
160124350,2
160124450,2
160124550,2
160124650,2
160124850,2
160124950,2
160125050,2
160125650,2
160125750,2
160141750,2
